rank,action_label,action,expected_positive_clv_prob,threshold,edge_vs_threshold,prior_positive_clv_prob,matched_feature_groups,matched_training_rows,league,game,event_date_et,event_time_et,event_datetime_et,event_status,minutes_to_event,event_age_minutes,started,market,market_family,pick,entry_odds,entry_odds_source,source_count,opposing_count,has_lock,handicappers,primary_capper,consensus_score,suggested_units,model_score_band,source_count_bucket,suggested_units_bucket,support_status,diagnostic_reason,data_quality_flags,notes,row_key
54,stale_started,Started or event time has passed; do not enter from this table.,0.3643,0.36,0.0043,0.3126,7,407,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,F5,total,F5 Under 3.5,,missing,2,0,Yes,"BeezoWins, BankrollBill",BeezoWins,4.0,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,"MLB|Toronto Blue Jays @ San Francisco Giants|F5|F5 Under 3.5|15:45|BeezoWins, BankrollBill"
55,stale_started,Started or event time has passed; do not enter from this table.,0.3643,0.36,0.0043,0.3126,6,405,MLB,Colorado Rockies @ Los Angeles Dodgers,2026-07-08,22:10,,,,,Yes,Total,total,Over 9.5,100,explicit_american,2,0,No,"Caruso, BeezoWins",Caruso,4.6,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +100,"MLB|Colorado Rockies @ Los Angeles Dodgers|Total|Over 9.5|22:10|Caruso, BeezoWins"
56,stale_started,Started or event time has passed; do not enter from this table.,0.3643,0.36,0.0043,0.3126,6,405,MLB,Arizona Diamondbacks @ San Diego Padres,2026-07-08,22:00,,,,,Yes,Total,total,Over 8.5,-105,explicit_american,2,0,No,"Caruso, midwestmikesports",Caruso,4.0,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -105,"MLB|Arizona Diamondbacks @ San Diego Padres|Total|Over 8.5|22:00|Caruso, midwestmikesports"
57,stale_started,Started or event time has passed; do not enter from this table.,0.3641,0.36,0.0041,0.3126,7,406,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,Total,total,Under 7,-105,explicit_american,2,0,No,"NickyCashin, TTW",NickyCashin,1.0,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -105,"MLB|Toronto Blue Jays @ San Francisco Giants|Total|Under 7|15:45|NickyCashin, TTW"
58,stale_started,Started or event time has passed; do not enter from this table.,0.3634,0.36,0.0034,0.3126,7,410,MLB,Philadelphia Phillies @ Cincinnati Reds,2026-07-08,19:00,,,,,Yes,Total,total,Under 9,-106,explicit_american,2,0,No,"ParlaySafari, MrBigBets",ParlaySafari,5.4,1.0,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -106,"MLB|Philadelphia Phillies @ Cincinnati Reds|Total|Under 9|19:00|ParlaySafari, MrBigBets"
59,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Houston Astros @ Washington Nationals,2026-07-08,18:45,,,,,Yes,Prop,prop,Foster Griffin Over 4.5 Strikeouts,-153,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -153,MLB|Houston Astros @ Washington Nationals|Prop|Foster Griffin Over 4.5 Strikeouts|18:45|Caruso
60,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Arizona Diamondbacks @ San Diego Padres,2026-07-08,22:00,,,,,Yes,Prop,prop,Michael King Over 4.5 Strikeouts,-125,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -125,MLB|Arizona Diamondbacks @ San Diego Padres|Prop|Michael King Over 4.5 Strikeouts|22:00|Caruso
61,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Jeffrey Springs Under 4.5 Strikeouts,-112,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -112,MLB|Oakland Athletics @ Detroit Tigers|Prop|Jeffrey Springs Under 4.5 Strikeouts|18:40|Caruso
62,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Kansas City Royals @ New York Mets,2026-07-08,19:10,,,,,Yes,Prop,prop,Christian Scott Under 5.5 Strikeouts,115,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: +115,MLB|Kansas City Royals @ New York Mets|Prop|Christian Scott Under 5.5 Strikeouts|19:10|Caruso
63,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Prop,prop,George Kirby Under 5.5 Strikeouts,-154,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -154,MLB|Seattle Mariners @ Miami Marlins|Prop|George Kirby Under 5.5 Strikeouts|18:40|Caruso
64,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Troy Melton Over 4.5 Strikeouts,-136,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -136,MLB|Oakland Athletics @ Detroit Tigers|Prop|Troy Melton Over 4.5 Strikeouts|18:40|Caruso
65,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Prop,prop,Tyler Phillips Under 4.5 Strikeouts,-123,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -123,MLB|Seattle Mariners @ Miami Marlins|Prop|Tyler Phillips Under 4.5 Strikeouts|18:40|Caruso
66,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,Prop,prop,Logan Webb Over 4.5 Strikeouts,-145,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -145,MLB|Toronto Blue Jays @ San Francisco Giants|Prop|Logan Webb Over 4.5 Strikeouts|15:45|Caruso
67,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Milwaukee Brewers @ St. Louis Cardinals,2026-07-08,19:45,,,,,Yes,Prop,prop,Kyle Harrison Under 5.5 Strikeouts,-132,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -132,MLB|Milwaukee Brewers @ St. Louis Cardinals|Prop|Kyle Harrison Under 5.5 Strikeouts|19:45|Caruso
68,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Prop,prop,Dean Kremer Under 5.5 Strikeouts,-160,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -160,MLB|Chicago Cubs @ Baltimore Orioles|Prop|Dean Kremer Under 5.5 Strikeouts|18:35|Caruso
69,stale_started,Started or event time has passed; do not enter from this table.,0.3618,0.36,0.0018,0.3126,7,607,MLB,Cleveland Guardians @ Minnesota Twins,2026-07-08,19:40,,,,,Yes,Prop,prop,Connor Prielipp Over 5.5 Strikeouts,-128,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -128,MLB|Cleveland Guardians @ Minnesota Twins|Prop|Connor Prielipp Over 5.5 Strikeouts|19:40|Caruso
70,stale_started,Started or event time has passed; do not enter from this table.,0.3578,0.36,-0.0022,0.3126,5,158,WNBA,Indiana Fever @ Los Angeles Sparks,2026-07-08,22:00,,,,,Yes,Prop,prop,Nneka Ogwumike Over 24.5 Points + Rebounds,,missing,1,0,No,Matthewp07,Matthewp07,7.1,0.5,score_7_to_7_99,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,WNBA|Indiana Fever @ Los Angeles Sparks|Prop|Nneka Ogwumike Over 24.5 Points + Rebounds|22:00|Matthewp07
71,stale_started,Started or event time has passed; do not enter from this table.,0.3578,0.36,-0.0022,0.3126,5,158,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Veronica Burton Over 19.5 PRA,,missing,1,0,No,Matthewp07,Matthewp07,7.1,0.5,score_7_to_7_99,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Veronica Burton Over 19.5 PRA|19:00|Matthewp07
72,stale_started,Started or event time has passed; do not enter from this table.,0.3559,0.36,-0.0041,0.3126,7,570,MLB,Milwaukee Brewers @ St. Louis Cardinals,2026-07-08,19:45,,,,,Yes,Prop,prop,Kyle Harrison Over 4.5 Strikeouts,,missing,1,0,No,Mike's Research Bot 1.0,Mike's Research Bot 1.0,5.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Milwaukee Brewers @ St. Louis Cardinals|Prop|Kyle Harrison Over 4.5 Strikeouts|19:45|Mike's Research Bot 1.0
73,stale_started,Started or event time has passed; do not enter from this table.,0.3559,0.36,-0.0041,0.3126,7,570,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,Prop,prop,Dylan Cease Over 5.5 Strikeouts,,missing,1,0,No,Mike's Research Bot 1.0,Mike's Research Bot 1.0,5.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Toronto Blue Jays @ San Francisco Giants|Prop|Dylan Cease Over 5.5 Strikeouts|15:45|Mike's Research Bot 1.0
74,stale_started,Started or event time has passed; do not enter from this table.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Los Angeles Angels @ Texas Rangers,2026-07-08,20:05,,,,,Yes,Total,total,Under 7.5,-115,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -115,MLB|Los Angeles Angels @ Texas Rangers|Total|Under 7.5|20:05|Caruso
75,stale_started,Started or event time has passed; do not enter from this table.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,Total,total,Under 7.5,100,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: +100,MLB|Toronto Blue Jays @ San Francisco Giants|Total|Under 7.5|15:45|Caruso
76,stale_started,Started or event time has passed; do not enter from this table.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,F5,total,F5 Under 5.5,-160,explicit_american,1,0,No,Empire,Empire,4.3,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -160,MLB|Seattle Mariners @ Miami Marlins|F5|F5 Under 5.5|18:40|Empire
77,stale_started,Started or event time has passed; do not enter from this table.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Total,total,Under 10.5,-117,explicit_american,1,1,No,JewishSharp,JewishSharp,3.2,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -117; Soft opp: BetSharper,MLB|Chicago Cubs @ Baltimore Orioles|Total|Under 10.5|18:35|JewishSharp
78,stale_started,Started or event time has passed; do not enter from this table.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Boston Red Sox @ Chicago White Sox,2026-07-08,19:40,,,,,Yes,F5,total,F5 Under 4.5,-130,explicit_american,1,0,No,DirtyBubbleBets,DirtyBubbleBets,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -130,MLB|Boston Red Sox @ Chicago White Sox|F5|F5 Under 4.5|19:40|DirtyBubbleBets
79,stale_started,Started or event time has passed; do not enter from this table.,0.3532,0.36,-0.0068,0.3126,7,664,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Total,total,Over 8.5,,missing,1,0,No,VinnyWins,VinnyWins,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Seattle Mariners @ Miami Marlins|Total|Over 8.5|18:40|VinnyWins
80,stale_started,Started or event time has passed; do not enter from this table.,0.3532,0.36,-0.0068,0.3126,7,664,MLB,Diamondbacks vs Padres,,22:10,,,,,Yes,Total,total,Over 8.5,-105,explicit_american,1,0,No,TCC,TCC,1.8,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -105,MLB|Diamondbacks vs Padres|Total|Over 8.5|22:10|TCC
81,stale_started,Started or event time has passed; do not enter from this table.,0.3501,0.36,-0.0099,0.3126,7,261,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Total,total,Over 165.5,-110,explicit_american,2,0,No,"PorterPicks, Tbsportsbetting",PorterPicks,1.3,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -110,"WNBA|Golden State Valkyries @ Toronto Tempo|Total|Over 165.5|19:00|PorterPicks, Tbsportsbetting"
82,stale_started,Started or event time has passed; do not enter from this table.,0.3497,0.36,-0.0103,0.3126,1,16,WNBA,Indiana Fever @ Los Angeles Sparks,2026-07-08,22:00,,,,,Yes,Parlay,parlay,Caitlin Clark Over 3.5 Rebounds + Caitlin Clark Over 5.5 Assists,,missing,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,2.5,score_9_plus,sources_1,units_2_to_2_99,weak_support,event started/stale,event_started;missing_entry_odds;weak_support,WNBA,WNBA|Indiana Fever @ Los Angeles Sparks|Parlay|Caitlin Clark Over 3.5 Rebounds + Caitlin Clark Over 5.5 Assists|22:00|ExclusiveEnriqueta
83,stale_started,Started or event time has passed; do not enter from this table.,0.3438,0.36,-0.0162,0.3126,7,740,MLB,Houston Astros @ Washington Nationals,2026-07-08,18:45,,,,,Yes,Total,total,Over 9,-115,explicit_american,1,0,No,AndersPicks,AndersPicks,5.4,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -115,MLB|Houston Astros @ Washington Nationals|Total|Over 9|18:45|AndersPicks
84,stale_started,Started or event time has passed; do not enter from this table.,0.3438,0.36,-0.0162,0.3126,7,740,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Total,total,Under 9,-110,explicit_american,1,1,No,AndersPicks,AndersPicks,5.3,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -110; Opposed by: PardonMyPick,MLB|Oakland Athletics @ Detroit Tigers|Total|Under 9|18:40|AndersPicks
85,stale_started,Started or event time has passed; do not enter from this table.,0.3438,0.36,-0.0162,0.3126,7,652,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Prop,prop,George Kirby Under 1.5 Walks,-155,explicit_american,1,0,No,ChefsBestBets,ChefsBestBets,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -155,MLB|Seattle Mariners @ Miami Marlins|Prop|George Kirby Under 1.5 Walks|18:40|ChefsBestBets
86,stale_started,Started or event time has passed; do not enter from this table.,0.3434,0.36,-0.0166,0.3126,7,473,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Cecilia Zandalasini Under 1.5 3-Point Made,-185,explicit_american,1,0,No,ChefsBestBets,ChefsBestBets,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -185,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Cecilia Zandalasini Under 1.5 3-Point Made|19:00|ChefsBestBets
87,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,7,639,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Prop,prop,Seiya Suzuki To Hit Home Run,385,explicit_american,1,0,No,BetSharper,BetSharper,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +385,MLB|Chicago Cubs @ Baltimore Orioles|Prop|Seiya Suzuki To Hit Home Run|18:35|BetSharper
88,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,7,639,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Prop,prop,Pete Crow-Armstrong To Hit Home Run,285,explicit_american,1,0,No,BetSharper,BetSharper,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +285,MLB|Chicago Cubs @ Baltimore Orioles|Prop|Pete Crow-Armstrong To Hit Home Run|18:35|BetSharper
89,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,7,639,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Prop,prop,Michael Busch To Hit Home Run,350,explicit_american,1,0,No,BetSharper,BetSharper,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +350,MLB|Chicago Cubs @ Baltimore Orioles|Prop|Michael Busch To Hit Home Run|18:35|BetSharper
90,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,7,639,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Shea Langeliers To Hit Home Run,324,explicit_american,1,0,No,BetSharper,BetSharper,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +324,MLB|Oakland Athletics @ Detroit Tigers|Prop|Shea Langeliers To Hit Home Run|18:40|BetSharper
91,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,7,639,MLB,Kansas City Royals @ New York Mets,2026-07-08,19:10,,,,,Yes,Prop,prop,Juan Soto To Hit Home Run,295,explicit_american,1,0,No,BetSharper,BetSharper,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +295,MLB|Kansas City Royals @ New York Mets|Prop|Juan Soto To Hit Home Run|19:10|BetSharper
92,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,6,638,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Melton Over 4.5 Strikeouts,,missing,1,0,No,BeezoWins,BeezoWins,3.8,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Oakland Athletics @ Detroit Tigers|Prop|Melton Over 4.5 Strikeouts|18:40|BeezoWins
93,stale_started,Started or event time has passed; do not enter from this table.,0.3428,0.36,-0.0172,0.3126,6,638,MLB,Atlanta Braves @ Pittsburgh Pirates,2026-07-08,18:40,,,,,Yes,Prop,prop,Brandon Lowe Over 1.5 Total Bases,,missing,1,0,No,TheGamblingGawd,TheGamblingGawd,2.9,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Atlanta Braves @ Pittsburgh Pirates|Prop|Brandon Lowe Over 1.5 Total Bases|18:40|TheGamblingGawd
94,stale_started,Started or event time has passed; do not enter from this table.,0.3425,0.36,-0.0175,0.3126,7,742,MLB,Colorado Rockies @ Los Angeles Dodgers,2026-07-08,22:10,,,,,Yes,F5,total,F5 Over 5.5,-110,explicit_american,1,0,No,midwestmikesports,midwestmikesports,3.1,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -110,MLB|Colorado Rockies @ Los Angeles Dodgers|F5|F5 Over 5.5|22:10|midwestmikesports
95,stale_started,Started or event time has passed; do not enter from this table.,0.3421,0.36,-0.0179,0.3126,6,732,MLB,Atlanta Braves @ Pittsburgh Pirates,2026-07-08,18:40,,,,,Yes,Total,total,Over 8.5,,missing,1,0,No,Shark Culture,Shark Culture,5.9,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Atlanta Braves @ Pittsburgh Pirates|Total|Over 8.5|18:40|Shark Culture
96,stale_started,Started or event time has passed; do not enter from this table.,0.3421,0.36,-0.0179,0.3126,6,732,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Total,total,Over 9,-122,explicit_american,1,1,No,PardonMyPick,PardonMyPick,3.6,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -122; Opposed by: AndersPicks,MLB|Oakland Athletics @ Detroit Tigers|Total|Over 9|18:40|PardonMyPick
97,stale_started,Started or event time has passed; do not enter from this table.,0.342,0.36,-0.018,0.3126,7,737,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Total,total,Over 9,100,explicit_american,1,0,No,PorterPicks,PorterPicks,2.7,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: +100,MLB|Seattle Mariners @ Miami Marlins|Total|Over 9|18:40|PorterPicks
98,stale_started,Started or event time has passed; do not enter from this table.,0.342,0.36,-0.018,0.3126,7,735,MLB,Atlanta Braves @ Pittsburgh Pirates,2026-07-08,18:40,,,,,Yes,Total,total,Over 9,,missing,1,0,Yes,TheGamblingGawd,TheGamblingGawd,4.7,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Atlanta Braves @ Pittsburgh Pirates|Total|Over 9|18:40|TheGamblingGawd
99,stale_started,Started or event time has passed; do not enter from this table.,0.342,0.36,-0.018,0.3126,7,733,MLB,Chicago Cubs @ Baltimore Orioles,2026-07-08,18:35,,,,,Yes,Total,total,Over 9.5,-125,explicit_american,1,1,No,BetSharper,BetSharper,2.1,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -125; Soft opp: JewishSharp,MLB|Chicago Cubs @ Baltimore Orioles|Total|Over 9.5|18:35|BetSharper
100,stale_started,Started or event time has passed; do not enter from this table.,0.3419,0.36,-0.0181,0.3126,7,734,MLB,Milwaukee Brewers @ St. Louis Cardinals,2026-07-08,19:45,,,,,Yes,Total,total,Over 8,,missing,1,0,No,DarthFader,DarthFader,3.4,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Milwaukee Brewers @ St. Louis Cardinals|Total|Over 8|19:45|DarthFader
101,stale_started,Started or event time has passed; do not enter from this table.,0.3417,0.36,-0.0183,0.3126,7,736,MLB,Cleveland Guardians @ Minnesota Twins,2026-07-08,19:40,,,,,Yes,Total,total,Over 8.5,-110,explicit_american,1,0,No,BankrollBill,BankrollBill,3.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -110,MLB|Cleveland Guardians @ Minnesota Twins|Total|Over 8.5|19:40|BankrollBill
102,stale_started,Started or event time has passed; do not enter from this table.,0.3417,0.36,-0.0183,0.3126,7,736,MLB,Los Angeles Angels @ Texas Rangers,2026-07-08,20:05,,,,,Yes,Total,total,Under 8,-115,explicit_american,1,0,No,BankrollBill,BankrollBill,3.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -115,MLB|Los Angeles Angels @ Texas Rangers|Total|Under 8|20:05|BankrollBill
103,stale_started,Started or event time has passed; do not enter from this table.,0.3372,0.36,-0.0228,0.3126,2,95,MLB,Toronto Blue Jays @ San Francisco Giants / New York Yankees @ Tampa Bay Rays,2026-07-08,15:45,,,,,Yes,Parlay,parlay,Dylan Cease 6+ strikeouts thrown + Shane McClanahan over 14.5 outs,-112,explicit_american,1,0,No,FFMI,FFMI,8.3,0.5,score_8_to_8_99,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: -112,MLB|Toronto Blue Jays @ San Francisco Giants / New York Yankees @ Tampa Bay Rays|Parlay|Dylan Cease 6+ strikeouts thrown + Shane McClanahan over 14.5 outs|15:45|FFMI
104,stale_started,Started or event time has passed; do not enter from this table.,0.3296,0.36,-0.0304,0.3126,7,542,WNBA,Minnesota Lynx @ Connecticut Sun,2026-07-08,19:30,,,,,Yes,Prop,prop,Brittney Griner Under 2.5 Assists,-170,explicit_american,1,0,No,ChefsBestBets,ChefsBestBets,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -170,WNBA|Minnesota Lynx @ Connecticut Sun|Prop|Brittney Griner Under 2.5 Assists|19:30|ChefsBestBets
105,stale_started,Started or event time has passed; do not enter from this table.,0.3296,0.36,-0.0304,0.3126,7,542,WNBA,New York Liberty @ Minnesota Lynx,2026-07-11,13:00,,,,,Yes,Prop,prop,Nyara Sabally Under 11.5 Points,-108,explicit_american,1,0,No,ChefsBestBets,ChefsBestBets,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -108,WNBA|New York Liberty @ Minnesota Lynx|Prop|Nyara Sabally Under 11.5 Points|13:00|ChefsBestBets
106,stale_started,Started or event time has passed; do not enter from this table.,0.3287,0.36,-0.0313,0.3126,5,566,Soccer,France vs Morocco,,16:00,,,,,Yes,Total,total,Under 2.5,-120,explicit_american,1,1,No,ParlaySafari,ParlaySafari,5.7,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,World Cup; Odds: -120; Opposed by: Soccer Source,Soccer|France vs Morocco|Total|Under 2.5|16:00|ParlaySafari
107,stale_started,Started or event time has passed; do not enter from this table.,0.3281,0.36,-0.0319,0.3126,6,528,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Marina Mabrey Under 28.5 PRA,-110,explicit_american,1,0,No,ParlaySafari,ParlaySafari,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -110,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Marina Mabrey Under 28.5 PRA|19:00|ParlaySafari
108,stale_started,Started or event time has passed; do not enter from this table.,0.3278,0.36,-0.0322,0.3126,7,531,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Marina Mabrey Under 28.5 Points + Rebounds + Assists,-110,explicit_american,1,0,No,BankrollBill,BankrollBill,4.2,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,WNBA #1 - Wednesday 7/8; Odds: -110,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Marina Mabrey Under 28.5 Points + Rebounds + Assists|19:00|BankrollBill
